player_id,player_name,age,birth_year,nation,position,position_group,squad,competition,market_value_eur,Min,90s,Gls_per90,Ast_per90,xG_per90,xAG_per90,PrgC_per90,PrgP_per90,PrgR_per90,Sh_per90,SoT_per90,KP_per90,PPA_per90,Tkl_per90,Int_per90,Blocks_per90,Touches_per90,Carries_per90
239802,Adam Marusic,31.0,1992,me MNE,DF,DF,Lazio,it Serie A,5000000,2337.0,26.0,0.15384615384615385,0.0,0.07692307692307693,0.023076923076923075,0.8846153846153846,3.230769230769231,4.153846153846154,0.8846153846153846,0.38461538461538464,0.5,0.6153846153846154,1.2307692307692308,0.6153846153846154,0.5769230769230769,55.11538461538461,26.26923076923077
286949,Adam Masina,30.0,1994,ma MAR,DF,DF,Torino,it Serie A,1500000,1919.0,21.3,0.046948356807511735,0.09389671361502347,0.03286384976525821,0.01408450704225352,0.704225352112676,3.4272300469483565,0.4694835680751174,0.3755868544600939,0.09389671361502347,0.18779342723004694,0.28169014084507044,1.5492957746478873,1.2676056338028168,0.18779342723004694,70.51643192488262,40.04694835680751
568333,Adam Obert,21.0,2002,sk SVK,DF,DF,Cagliari,it Serie A,3000000,1077.0,12.0,0.08333333333333333,0.08333333333333333,0.075,0.03333333333333333,1.0,4.166666666666667,1.5833333333333333,0.75,0.16666666666666666,0.8333333333333334,0.3333333333333333,2.5833333333333335,1.9166666666666667,1.4166666666666667,59.166666666666664,24.833333333333332
61841,Adam Smith,33.0,1991,eng ENG,DF,DF,Bournemouth,eng Premier League,750000,1590.0,17.7,0.0,0.0,0.03954802259887005,0.02259887005649718,0.8474576271186441,2.768361581920904,1.92090395480226,0.16949152542372883,0.0,0.4519774011299435,0.5649717514124294,1.3559322033898307,0.8474576271186441,0.8474576271186441,46.610169491525426,20.677966101694917
212847,Adam Webster,29.0,1995,eng ENG,DF,DF,Brighton,eng Premier League,11000000,887.0,9.9,0.0,0.0,0.020202020202020204,0.050505050505050504,0.8080808080808081,6.363636363636363,0.20202020202020202,0.5050505050505051,0.10101010101010101,0.30303030303030304,0.20202020202020202,1.0101010101010102,2.0202020202020203,0.5050505050505051,83.23232323232322,48.080808080808076
744149,Adam Wharton,20.0,2004,eng ENG,MF,MF,Crystal Palace,eng Premier League,45000000,1318.0,14.6,0.0,0.136986301369863,0.027397260273972605,0.20547945205479454,0.9589041095890412,7.328767123287672,0.7534246575342466,0.8904109589041096,0.3424657534246575,1.7808219178082192,1.2328767123287672,2.328767123287671,1.36986301369863,0.8219178082191781,59.726027397260275,29.45205479452055
204103,Adama Traoré,28.0,1996,es ESP,"FW,MF",FW,Fulham,eng Premier League,9000000,1772.0,19.7,0.10152284263959391,0.3553299492385787,0.20304568527918782,0.2487309644670051,5.0761421319796955,3.451776649746193,8.17258883248731,1.9796954314720814,0.6091370558375635,2.1319796954314723,1.9289340101522843,1.015228426395939,0.050761421319796954,0.9644670050761421,40.65989847715736,27.309644670050762
406040,Ademola Lookman,26.0,1997,ng NGA,"MF,FW",MF,Atalanta,it Serie A,60000000,2247.0,25.0,0.6,0.2,0.41200000000000003,0.284,5.68,2.92,12.64,3.24,1.28,2.44,1.72,1.28,0.12,1.4,50.96,33.08
177847,Adnan Januzaj,29.0,1995,be BEL,"MF,FW",MF,Las Palmas,es La Liga,1200000,598.0,6.6,0.30303030303030304,0.15151515151515152,0.12121212121212123,0.16666666666666669,3.6363636363636367,6.212121212121213,8.787878787878789,2.4242424242424243,0.7575757575757576,2.5757575757575757,2.121212121212121,1.5151515151515151,0.30303030303030304,2.878787878787879,69.54545454545455,39.6969696969697
308133,Ado Onaiwu,28.0,1995,jp JPN,"MF,FW",MF,Auxerre,fr Ligue 1,1500000,957.0,10.6,0.37735849056603776,0.09433962264150944,0.37735849056603776,0.1037735849056604,1.6037735849056605,3.1132075471698113,6.981132075471699,2.169811320754717,1.3207547169811322,0.9433962264150944,0.8490566037735849,1.0377358490566038,0.2830188679245283,1.3207547169811322,43.20754716981132,25.28301886792453
273669,Adrian Beck,27.0,1997,de GER,"MF,FW",MF,Heidenheim,de Bundesliga,2000000,1598.0,17.8,0.2247191011235955,0.056179775280898875,0.18539325842696627,0.06741573033707865,2.0786516853932584,3.8764044943820224,4.662921348314606,2.191011235955056,0.7303370786516854,1.1797752808988764,1.0112359550561798,2.0224719101123596,0.5056179775280899,1.0674157303370786,54.04494382022472,31.06741573033708
182913,Adrien Rabiot,29.0,1995,fr FRA,MF,MF,Marseille,fr Ligue 1,25000000,2485.0,27.6,0.32608695652173914,0.14492753623188406,0.26449275362318836,0.13768115942028983,2.86231884057971,6.08695652173913,6.304347826086956,1.7391304347826086,0.7971014492753623,1.0144927536231882,0.8695652173913043,1.7753623188405796,0.7608695652173912,1.3768115942028984,66.01449275362319,39.71014492753623
