season,fbref_player,age,birth_year,nation,position,squad,competition,player_id,tm_match_method,tm_match_score,source_file
2018_2019,Emmanuel Agyemang-Badu,27.0,1990,GHA,MF,Udinese,Serie A,,none,74,warehouse_2018
2018_2019,Alexander,29.0,1988,ARG,FW,Leganés,Liga,,none,75,warehouse_2018
2018_2019,Alfonso,18.0,1999,MOZ,MF,Hoffenheim,Bundesliga,,none,67,warehouse_2018
2018_2019,Allan,21.0,1997,BRA,MF,Eint Frankfurt,Bundesliga,385271,exact_name_birth_year,100,warehouse_2018
2018_2019,Júnior Alonso,25.0,1993,PAR,"DF,MF",Celta Vigo,Liga,273000,exact_name_birth_year,100,warehouse_2018
2018_2019,Amath,22.0,1996,SEN,MF,Getafe,Liga,,none,62,warehouse_2018
2018_2019,Luke Amos,21.0,1997,ENG,MF,Tottenham,Premier League,258912,exact_name_birth_year,100,warehouse_2018
2018_2019,Mauro Antonio Burruchaga,20.0,1998,ARG,MF,Chievo,Serie A,,none,80,warehouse_2018
2018_2019,Vitorino Antunes,31.0,1987,POR,"DF,MF",Getafe,Liga,,none,61,warehouse_2018
2018_2019,Nicolò Armini,17.0,2001,ITA,DF,Lazio,Serie A,421775,exact_name_birth_year,100,warehouse_2018
2018_2019,Ezequiel Ávila,24.0,1994,ARG,"FW,MF",Huesca,Liga,,none,69,warehouse_2018
2018_2019,Léo Baptistão,25.0,1992,BRA,"FW,MF",Espanyol,Liga,221899,exact_name_birth_year,100,warehouse_2018
2018_2019,Leandro Barreiro Martins,18.0,2000,LUX,MF,Mainz 05,Bundesliga,,none,80,warehouse_2018
2018_2019,Jóhann Berg Guðmundsson,27.0,1990,ISL,MF,Burnley,Premier League,,none,65,warehouse_2018
2018_2019,Emmanuel Boateng,22.0,1996,GHA,FW,Levante,Liga,332612,exact_name_birth_year,100,warehouse_2018
2018_2019,Gabriel Boschilia,22.0,1996,BRA,"FW,MF",Nantes,Ligue 1,,none,75,warehouse_2018
2018_2019,Bilal Boutobba,19.0,1998,FRA,"FW,MF",Montpellier,Ligue 1,344151,exact_name_birth_year,100,warehouse_2018
2018_2019,Pedro Brazão,15.0,2002,POR,"MF,FW",Nice,Ligue 1,577590,exact_name_birth_year,100,warehouse_2018
2018_2019,Gleison Bremer,21.0,1997,BRA,DF,Torino,Serie A,,none,73,warehouse_2018
2018_2019,Rafael Camacho,18.0,2000,POR,DF,Liverpool,Premier League,400831,exact_name_birth_year,100,warehouse_2018
2018_2019,Joel Campbell,26.0,1992,CRC,"FW,MF",Frosinone,Serie A,131248,exact_name_birth_year,100,warehouse_2018
2018_2019,Louis Carnot,17.0,2001,FRA,MF,Guingamp,Ligue 1,484991,exact_name_birth_year,100,warehouse_2018
2018_2019,Pape Cheikh Diop,20.0,1997,SEN,MF,Lyon,Ligue 1,,none,81,warehouse_2018
2018_2019,Tahith Chong,18.0,1999,NED,FW,Manchester Utd,Premier League,344830,exact_name_birth_year,100,warehouse_2018
2018_2019,Cucho,19.0,1999,COL,FW,Huesca,Liga,,none,67,warehouse_2018
2018_2019,Felipe dal Belo,34.0,1984,BRA,DF,SPAL,Serie A,,none,67,warehouse_2018
2018_2019,Matty Daly,17.0,2001,ENG,MF,Huddersfield,Premier League,566349,exact_name_birth_year,100,warehouse_2018
2018_2019,Jermain Defoe,35.0,1982,ENG,FW,Bournemouth,Premier League,3875,exact_name_birth_year,100,warehouse_2018
2018_2019,Mousa Dembélé,31.0,1987,BEL,MF,Tottenham,Premier League,19368,exact_name_birth_year,100,warehouse_2018
2018_2019,Mustapha Diallo,32.0,1986,SEN,MF,Nîmes,Ligue 1,41063,exact_name_birth_year,100,warehouse_2018
2018_2019,Lassana Diarra,33.0,1985,FRA,MF,Paris S-G,Ligue 1,23914,exact_name_birth_year,100,warehouse_2018
2018_2019,Tim Dierßen,22.0,1996,GER,MF,Hannover 96,Bundesliga,170516,exact_name_birth_year,100,warehouse_2018
2018_2019,Papakouli Diop,32.0,1986,SEN,MF,Eibar,Liga,,none,70,warehouse_2018
2018_2019,Johan Djourou,31.0,1987,SUI,DF,SPAL,Serie A,34561,exact_name_birth_year,100,warehouse_2018
2018_2019,Luke Dreher,19.0,1998,ENG,FW,Crystal Palace,Premier League,432293,exact_name_birth_year,100,warehouse_2018
2018_2019,Demeaco Duhaney,19.0,1998,ENG,DF,Huddersfield,Premier League,380913,exact_name_birth_year,100,warehouse_2018
2018_2019,Dennis Eckert,21.0,1997,GER,FW,Celta Vigo,Liga,,none,79,warehouse_2018
2018_2019,Harvey Elliott,15.0,2003,ENG,MF,Fulham,Premier League,565822,exact_name_birth_year,100,warehouse_2018
2018_2019,Emerson,19.0,1999,BRA,"FW,DF",Betis,Liga,687347,exact_name_birth_year,100,warehouse_2018
2018_2019,Felipe,31.0,1987,BRA,DF,Hannover 96,Bundesliga,,none,67,warehouse_2018
2018_2019,Ohis Felix Uduokhai,20.0,1997,GER,DF,Wolfsburg,Bundesliga,,none,85,warehouse_2018
2018_2019,Marouane Fellaini,30.0,1987,BEL,MF,Manchester Utd,Premier League,39679,exact_name_birth_year,100,warehouse_2018
2018_2019,Juan Ferney Otero,23.0,1995,COL,"FW,MF",Amiens,Ligue 1,,none,74,warehouse_2018
2018_2019,Wesley Fofana,17.0,2000,FRA,DF,Saint-Étienne,Ligue 1,475411,exact_name_birth_year,100,warehouse_2018
2018_2019,Idrissa Gana Gueye,28.0,1989,SEN,MF,Everton,Premier League,,none,84,warehouse_2018
2018_2019,Ganso,28.0,1989,BRA,"MF,FW",Amiens,Ligue 1,67920,exact_name_birth_year,100,warehouse_2018
2018_2019,James Garner,17.0,2001,ENG,MF,Manchester Utd,Premier League,505219,exact_name_birth_year,100,warehouse_2018
2018_2019,Angel Gomes,17.0,2000,ENG,"MF,FW",Manchester Utd,Premier League,392770,exact_name_birth_year,100,warehouse_2018
2018_2019,Prince-Désir Gouano,24.0,1993,FRA,DF,Amiens,Ligue 1,,none,81,warehouse_2018
2018_2019,Yoann Gourcuff,32.0,1986,FRA,"MF,FW",Dijon,Ligue 1,18912,exact_name_birth_year,100,warehouse_2018
2018_2019,Paolo Gozzi Iweru,17.0,2001,ITA,DF,Juventus,Serie A,,none,79,warehouse_2018
2018_2019,Mason Greenwood,16.0,2001,ENG,FW,Manchester Utd,Premier League,532826,exact_name_birth_year,100,warehouse_2018
2018_2019,Metehan Güçlü,19.0,1999,TUR,MF,Paris S-G,Ligue 1,395519,exact_name_birth_year,100,warehouse_2018
2018_2019,Aron Gunnarsson,29.0,1989,ISL,MF,Cardiff City,Premier League,63821,exact_name_birth_year,100,warehouse_2018
2018_2019,Hacen,20.0,1997,MTN,MF,Valladolid,Liga,,none,55,warehouse_2018
2018_2019,Marek Hamšík,31.0,1987,SVK,MF,Napoli,Serie A,38593,exact_name_birth_year,100,warehouse_2018
2018_2019,Dalbert Henrique,24.0,1993,BRA,DF,Inter,Serie A,,none,69,warehouse_2018
2018_2019,Uche Henry Agbo,22.0,1995,NGA,MF,Rayo Vallecano,Liga,,none,75,warehouse_2018
2018_2019,Javier Hernández,30.0,1988,MEX,FW,West Ham,Premier League,,none,71,warehouse_2018
2018_2019,Vitorino Hilton,40.0,1977,BRA,DF,Montpellier,Ligue 1,,none,57,warehouse_2018
2018_2019,José Holebas,34.0,1984,GRE,DF,Watford,Premier League,,none,88,warehouse_2018
2018_2019,Pierre Højbjerg,22.0,1995,DEN,MF,Southampton,Premier League,,none,83,warehouse_2018
2018_2019,Didier Ibrahim Ndong,24.0,1994,GAB,MF,Guingamp,Ligue 1,,none,75,warehouse_2018
2018_2019,Wilson Isidor,17.0,2000,FRA,FW,Monaco,Ligue 1,494237,exact_name_birth_year,100,warehouse_2018
2018_2019,Gian-Luca Itter,19.0,1999,GER,DF,Wolfsburg,Bundesliga,,none,80,warehouse_2018
2018_2019,Assil Jaziri,18.0,1999,TUN,FW,Nice,Ligue 1,633398,exact_name_birth_year,100,warehouse_2018
2018_2019,Ben Johnson,18.0,2000,ENG,DF,West Ham,Premier League,468002,exact_name_birth_year,100,warehouse_2018
2018_2019,Tyreke Johnson,19.0,1998,ENG,MF,Southampton,Premier League,404586,exact_name_birth_year,100,warehouse_2018
2018_2019,Hamed Junior Traorè,18.0,2000,CIV,MF,Empoli,Serie A,,none,77,warehouse_2018
2018_2019,Mathias Jørgensen,28.0,1990,DEN,DF,Huddersfield,Premier League,,none,60,warehouse_2018
2018_2019,Ibrahim Karamoko,17.0,2001,FRA,MF,Chievo,Serie A,538072,exact_name_birth_year,100,warehouse_2018
2018_2019,Max Kilman,21.0,1997,ENG,DF,Wolves,Premier League,,none,74,warehouse_2018
2018_2019,Manu Koné,17.0,2001,FRA,MF,Toulouse,Ligue 1,624690,exact_name_birth_year,100,warehouse_2018
2018_2019,Abdou Lahat Diakhate,19.0,1998,SEN,MF,Parma,Serie A,,none,82,warehouse_2018
2018_2019,Mohamed Lamine Diaby,17.0,2001,FRA,FW,Nice,Ligue 1,,none,72,warehouse_2018
2018_2019,Danilo Larangeira,34.0,1984,BRA,DF,Bologna,Serie A,,none,58,warehouse_2018
2018_2019,Miguel Layún,30.0,1988,MEX,"MF,DF",Villarreal,Liga,58576,exact_name_birth_year,100,warehouse_2018
2018_2019,Stephan Lichtsteiner,34.0,1984,SUI,DF,Arsenal,Premier League,2865,exact_name_birth_year,100,warehouse_2018
2018_2019,Gabriel Magalhães,20.0,1997,BRA,DF,Lille,Ligue 1,,none,69,warehouse_2018
2018_2019,Abdul Majeed Waris,26.0,1991,GHA,"FW,MF",Nantes,Ligue 1,,none,80,warehouse_2018
2018_2019,Kostas Manolas,27.0,1991,GRE,DF,Roma,Serie A,,none,82,warehouse_2018
2018_2019,Juan Manuel Valencia,20.0,1998,COL,FW,Bologna,Serie A,,none,79,warehouse_2018
2018_2019,Fernando Marçal,29.0,1989,BRA,DF,Lyon,Ligue 1,,none,69,warehouse_2018
2018_2019,Mariano,24.0,1993,DOM,FW,Real Madrid,Liga,,none,74,warehouse_2018
2018_2019,Mariano,24.0,1993,DOM,FW,Lyon,Ligue 1,,none,74,warehouse_2018
2018_2019,Han-Noah Massengo,17.0,2001,FRA,MF,Monaco,Ligue 1,536508,exact_name_birth_year,100,warehouse_2018
2018_2019,Stéphane Mbia,32.0,1986,CMR,"DF,MF",Toulouse,Ligue 1,27470,exact_name_birth_year,100,warehouse_2018
2018_2019,Nicky Medja,18.0,2000,SUI,"FW,MF",Fiorentina,Serie A,,none,61,warehouse_2018
2018_2019,Memphis,24.0,1994,NED,"FW,MF",Lyon,Ligue 1,,none,70,warehouse_2018
2018_2019,Kostas Mitroglou,30.0,1988,GRE,FW,Marseille,Ligue 1,,none,84,warehouse_2018
2018_2019,Herman Moussaki,19.0,1999,FRA,"MF,FW",Caen,Ligue 1,593319,exact_name_birth_year,100,warehouse_2018
2018_2019,Ndombe Mubele,24.0,1994,COD,FW,Toulouse,Ligue 1,,none,52,warehouse_2018
2018_2019,Obite N'Dicka,18.0,1999,CIV,DF,Eint Frankfurt,Bundesliga,,none,62,warehouse_2018
2018_2019,Nathan N'Goumou,18.0,2000,FRA,FW,Toulouse,Ligue 1,,none,67,warehouse_2018
2018_2019,Angelo Ndrecka,16.0,2001,ALB,DF,Chievo,Serie A,539220,exact_name_birth_year,100,warehouse_2018
2018_2019,Nicolas Nkoulou,28.0,1990,CMR,DF,Torino,Serie A,,none,64,warehouse_2018
2018_2019,Will Norris,24.0,1993,ENG,GK,Wolves,Premier League,285033,exact_name_birth_year,100,warehouse_2018
2018_2019,Kasim Nuhu,23.0,1995,GHA,DF,Hoffenheim,Bundesliga,,none,56,warehouse_2018
2018_2019,Hans Nunoo Sarpei,19.0,1998,GHA,"FW,MF",Stuttgart,Bundesliga,,none,83,warehouse_2018
2018_2019,Shinji Okazaki,32.0,1986,JPN,"MF,FW",Leicester City,Premier League,,none,56,warehouse_2018
2018_2019,Federico Palacios Martínez,23.0,1995,GER,"MF,FW",Nürnberg,Bundesliga,,none,79,warehouse_2018
2018_2019,Emerson Palmieri,23.0,1994,ITA,DF,Chelsea,Premier League,,none,65,warehouse_2018
2018_2019,Elhadji Pape Diaw,23.0,1994,SEN,DF,Angers,Ligue 1,,none,55,warehouse_2018
2018_2019,Jordan Pefok,22.0,1996,USA,FW,Rennes,Ligue 1,,none,73,warehouse_2018
2018_2019,Maxime Pélican,20.0,1998,FRA,"FW,MF",Nice,Ligue 1,344158,exact_name_birth_year,100,warehouse_2018
2018_2019,Andy Pelmard,18.0,2000,FRA,DF,Nice,Ligue 1,494236,exact_name_birth_year,100,warehouse_2018
2018_2019,Pepín,21.0,1996,EQG,MF,Parma,Serie A,,none,89,warehouse_2018
2018_2019,Roberto Piccoli,17.0,2001,ITA,"FW,MF",Atalanta,Serie A,432092,exact_name_birth_year,100,warehouse_2018
2018_2019,Virgile Pinson,22.0,1996,FRA,MF,Reims,Ligue 1,389441,exact_name_birth_year,100,warehouse_2018
2018_2019,Baba Rahman,24.0,1994,GHA,DF,Reims,Ligue 1,,none,79,warehouse_2018
2018_2019,Baba Rahman,24.0,1994,GHA,DF,Schalke 04,Bundesliga,,none,79,warehouse_2018
2018_2019,Kayne Ramsey,17.0,2000,ENG,DF,Southampton,Premier League,530879,fuzzy_name_birth_year,92,warehouse_2018
2018_2019,Aday,30.0,1987,ESP,"DF,MF",Girona,Liga,,none,50,warehouse_2018
2018_2019,Ali Adnan Kadhim,24.0,1993,IRQ,DF,Atalanta,Serie A,,none,72,warehouse_2018
2018_2019,José Ángel,28.0,1989,ESP,DF,Eibar,Liga,160182,exact_name_birth_year,100,warehouse_2018
2018_2019,José Arnaiz,23.0,1995,ESP,"MF,FW",Leganés,Liga,,none,76,warehouse_2018
2018_2019,Alejandro Blanco,19.0,1998,ESP,"FW,MF",Alavés,Liga,,none,80,warehouse_2018
2018_2019,Bruno,37.0,1980,ESP,DF,Brighton,Premier League,,none,67,warehouse_2018
2018_2019,Jonny Castro,24.0,1994,ESP,"DF,MF",Wolves,Premier League,,none,62,warehouse_2018
2018_2019,Catena,23.0,1994,ESP,DF,Rayo Vallecano,Liga,,none,60,warehouse_2018
2018_2019,Petr Čech,36.0,1982,CZE,GK,Arsenal,Premier League,5658,exact_name_birth_year,100,warehouse_2018
2018_2019,Chechu,36.0,1982,ESP,DF,Rayo Vallecano,Liga,,none,63,warehouse_2018
2018_2019,Chema,26.0,1992,ESP,DF,Levante,Liga,,none,60,warehouse_2018
2018_2019,Moisés Delgado,24.0,1994,ESP,DF,Valladolid,Liga,,none,88,warehouse_2018
2018_2019,Djené,26.0,1991,TOG,DF,Getafe,Liga,,none,56,warehouse_2018
2018_2019,Fabricio,30.0,1987,ESP,GK,Fulham,Premier League,,none,77,warehouse_2018
2018_2019,Álex Gálvez,29.0,1989,ESP,DF,Rayo Vallecano,Liga,,none,74,warehouse_2018
2018_2019,Raúl García,29.0,1989,ESP,DF,Leganés,Liga,,none,67,warehouse_2018
2018_2019,Raúl García,29.0,1989,ESP,DF,Girona,Liga,,none,67,warehouse_2018
2018_2019,Cristo González,20.0,1997,ESP,FW,Real Madrid,Liga,,none,80,warehouse_2018
2018_2019,Ivi,24.0,1994,ESP,"MF,FW",Valladolid,Liga,,none,57,warehouse_2018
2018_2019,Jason,24.0,1994,ESP,"DF,FW",Levante,Liga,,none,75,warehouse_2018
2018_2019,Jozabed,27.0,1991,ESP,MF,Celta Vigo,Liga,,none,64,warehouse_2018
2018_2019,Miguel Juan Llambrich,22.0,1996,ESP,"DF,FW",Villarreal,Liga,,none,86,warehouse_2018
2018_2019,Juanfran,29.0,1988,ESP,"DF,FW",Leganés,Liga,,none,70,warehouse_2018
2018_2019,Juanfran,33.0,1985,ESP,DF,Atlético Madrid,Liga,,none,70,warehouse_2018
2018_2019,Keko,26.0,1991,ESP,"MF,FW",Valladolid,Liga,,none,53,warehouse_2018
2018_2019,Kiké,28.0,1989,ESP,FW,Eibar,Liga,,none,53,warehouse_2018
2018_2019,Pedro López Muñoz,34.0,1983,ESP,DF,Levante,Liga,,none,79,warehouse_2018
2018_2019,Anthony Lozano,25.0,1993,HON,"FW,MF",Girona,Liga,,none,74,warehouse_2018
2018_2019,José Luis Gayà,23.0,1995,ESP,DF,Valencia,Liga,,none,78,warehouse_2018
2018_2019,Míchel,30.0,1988,ESP,MF,Valladolid,Liga,,none,67,warehouse_2018
2018_2019,Miguel,18.0,1999,ESP,FW,Valladolid,Liga,,none,71,warehouse_2018
2018_2019,Francisco Montero,19.0,1999,ESP,DF,Atlético Madrid,Liga,,none,85,warehouse_2018
2018_2019,Cristóbal Montiel,18.0,2000,ESP,FW,Fiorentina,Serie A,,none,65,warehouse_2018
2018_2019,Sergio Moreno,19.0,1999,ESP,FW,Rayo Vallecano,Liga,607779,exact_name_birth_year,100,warehouse_2018
2018_2019,Nacho,29.0,1989,ESP,DF,Valladolid,Liga,,none,53,warehouse_2018
2018_2019,Nacho,28.0,1990,ESP,DF,Real Madrid,Liga,,none,50,warehouse_2018
2018_2019,Tomás Pina Isla,30.0,1987,ESP,MF,Alavés,Liga,,none,80,warehouse_2018
2018_2019,Łukasz Piszczek,33.0,1985,POL,DF,Dortmund,Bundesliga,,none,60,warehouse_2018
2018_2019,Bobby Reid,25.0,1993,JAM,"FW,MF",Cardiff City,Premier League,,none,70,warehouse_2018
2018_2019,Aaron Rowe,17.0,2000,ENG,FW,Huddersfield,Premier League,657994,exact_name_birth_year,100,warehouse_2018
2018_2019,Frederik Rønnow,25.0,1992,DEN,GK,Eint Frankfurt,Bundesliga,,none,87,warehouse_2018
2018_2019,Bukayo Saka,16.0,2001,ENG,FW,Arsenal,Premier League,433177,exact_name_birth_year,100,warehouse_2018
2018_2019,Emiliano Sala,27.0,1990,ARG,FW,Nantes,Ligue 1,190780,exact_name_birth_year,100,warehouse_2018
2018_2019,Carlos Salcedo,24.0,1993,MEX,DF,Eint Frankfurt,Bundesliga,256866,exact_name_birth_year,100,warehouse_2018
2018_2019,Samir Santos,23.0,1994,BRA,DF,Udinese,Serie A,,none,78,warehouse_2018
2018_2019,Julian Schieber,29.0,1989,GER,FW,Augsburg,Bundesliga,,none,62,warehouse_2018
2018_2019,Jean Seri,27.0,1991,CIV,MF,Fulham,Premier League,,none,69,warehouse_2018
2018_2019,Matheus Pereira da Silva,20.0,1998,BRA,MF,Juventus,Serie A,,none,77,warehouse_2018
2018_2019,Xande Silva,21.0,1997,POR,FW,West Ham,Premier League,258011,exact_name_birth_year,100,warehouse_2018
2018_2019,Giovanni Sio,29.0,1989,CIV,FW,Montpellier,Ligue 1,76293,exact_name_birth_year,100,warehouse_2018
2018_2019,Callum Slattery,19.0,1999,ENG,MF,Southampton,Premier League,332342,exact_name_birth_year,100,warehouse_2018
2018_2019,Julián Speroni,39.0,1979,ARG,GK,Crystal Palace,Premier League,12814,exact_name_birth_year,100,warehouse_2018
2018_2019,Kostas Stafylidis,24.0,1993,GRE,DF,Augsburg,Bundesliga,,none,85,warehouse_2018
2018_2019,Jens Stryger Larsen,27.0,1991,DEN,DF,Udinese,Serie A,,none,77,warehouse_2018
2018_2019,Leonardo Suárez,22.0,1996,ARG,"FW,MF",Valladolid,Liga,,none,80,warehouse_2018
2018_2019,Sam Surridge,20.0,1998,ENG,"MF,FW",Bournemouth,Premier League,398402,exact_name_birth_year,100,warehouse_2018
2018_2019,Eddy Sylvestre,18.0,1999,FRA,"FW,MF",Nice,Ligue 1,629566,exact_name_birth_year,100,warehouse_2018
2018_2019,Timmy Tillman,19.0,1999,GER,"FW,MF",Nürnberg,Bundesliga,,none,86,warehouse_2018
2018_2019,Driss Trichard,23.0,1995,FRA,DF,Bordeaux,Ligue 1,290595,exact_name_birth_year,100,warehouse_2018
2018_2019,Freddie Veseli,25.0,1992,ALB,DF,Empoli,Serie A,,none,83,warehouse_2018
2018_2019,Felipe Vizeu,21.0,1997,BRA,"FW,DF",Udinese,Serie A,425462,exact_name_birth_year,100,warehouse_2018
2018_2019,Paul Wade,18.0,2000,FRA,MF,Nice,Ligue 1,696851,exact_name_birth_year,100,warehouse_2018
2018_2019,Sandro Wagner,30.0,1987,GER,FW,Bayern Munich,Bundesliga,39743,exact_name_birth_year,100,warehouse_2018
2018_2019,Wakaso,28.0,1990,GHA,MF,Alavés,Liga,,none,60,warehouse_2018
2018_2019,Danny Ward,26.0,1991,ENG,FW,Cardiff City,Premier League,,none,73,warehouse_2018
2018_2019,Joe Willock,18.0,1999,ENG,"MF,FW",Arsenal,Premier League,340329,exact_name_birth_year,100,warehouse_2018
2018_2019,Andre-Frank Zambo Anguissa,22.0,1995,CMR,MF,Fulham,Premier League,,none,70,warehouse_2018
2018_2019,Rober,23.0,1995,ESP,DF,Levante,Liga,,none,67,warehouse_2018
2018_2019,Óscar Rodríguez Arnaiz,20.0,1998,ESP,MF,Leganés,Liga,,none,81,warehouse_2018
2018_2019,Fabián Ruiz Peña,22.0,1996,ESP,MF,Napoli,Serie A,,none,81,warehouse_2018
2018_2019,Ole Selnæs,24.0,1994,NOR,MF,Saint-Étienne,Ligue 1,175961,exact_name_birth_year,100,warehouse_2018
2018_2019,Łukasz Skorupski,27.0,1991,POL,GK,Bologna,Serie A,,none,58,warehouse_2018
2018_2019,Łukasz Teodorczyk,27.0,1991,POL,FW,Udinese,Serie A,,none,61,warehouse_2018
2018_2019,Toño,28.0,1989,ESP,"DF,FW",Levante,Liga,,none,60,warehouse_2018
2018_2019,Yoel,29.0,1988,ESP,GK,Valladolid,Liga,,none,46,warehouse_2018
2018_2019,Filip Đorđević,30.0,1987,SRB,FW,Chievo,Serie A,,none,69,warehouse_2018
2018_2019,Filip Đuričić,26.0,1992,SRB,"FW,MF",Sassuolo,Serie A,,none,69,warehouse_2018
2018_2019,Kévin Rimane,27.0,1991,GUF,MF,Paris S-G,Ligue 1,93751,exact_name_birth_year,100,warehouse_2018
2018_2019,Stanley Segarel,24.0,1994,SMN,FW,Amiens,Ligue 1,283135,exact_name_birth_year,100,warehouse_2018
2019_2020,Emmanuel Agyemang-Badu,28.0,1990,GHA,MF,Hellas Verona,Serie A,,none,74,warehouse_2019
2019_2020,Amath,23.0,1996,SEN,MF,Getafe,Liga,,none,62,warehouse_2019
2019_2020,Opoku Ampomah,23.0,1996,GHA,"FW,MF",Düsseldorf,Bundesliga,,none,64,warehouse_2019
2019_2020,Faustino Anjorin,17.0,2001,ENG,FW,Chelsea,Premier League,,none,86,warehouse_2019
2019_2020,Vitorino Antunes,32.0,1987,POR,MF,Getafe,Liga,,none,61,warehouse_2019
2019_2020,Ezequiel Ávila,25.0,1994,ARG,FW,Osasuna,Liga,,none,69,warehouse_2019
2019_2020,Leandro Barreiro Martins,19.0,2000,LUX,MF,Mainz 05,Bundesliga,,none,80,warehouse_2019
2019_2020,Gil Bastião Dias,22.0,1996,POR,"MF,DF",Granada,Liga,,none,67,warehouse_2019
2019_2020,Gil Bastião Dias,22.0,1996,POR,"DF,MF",Monaco,Ligue 1,,none,67,warehouse_2019
2019_2020,Jóhann Berg Guðmundsson,28.0,1990,ISL,MF,Burnley,Premier League,,none,65,warehouse_2019
2019_2020,Gabriel Boschilia,23.0,1996,BRA,"MF,FW",Monaco,Ligue 1,,none,75,warehouse_2019
2019_2020,Gleison Bremer,22.0,1997,BRA,DF,Torino,Serie A,,none,73,warehouse_2019
2019_2020,Yan Brice Eteki,21.0,1997,CMR,MF,Granada,Liga,,none,75,warehouse_2019
2019_2020,Emi Buendía,22.0,1996,ARG,"FW,MF",Norwich City,Premier League,,none,81,warehouse_2019
2019_2020,Christian Celesia,17.0,2002,ITA,DF,Torino,Serie A,562287,exact_name_birth_year,100,warehouse_2019
2019_2020,Julian Chabot,21.0,1998,GER,DF,Sampdoria,Serie A,,none,77,warehouse_2019
2019_2020,Pape Cheikh Diop,21.0,1997,SEN,MF,Celta Vigo,Liga,,none,81,warehouse_2019
2019_2020,Edmilson Correia,19.0,2000,GNB,"FW,DF",Saint-Étienne,Ligue 1,728311,exact_name_birth_year,100,warehouse_2019
2019_2020,Angelo da Costa Júnior,35.0,1983,BRA,GK,Bologna,Serie A,,none,81,warehouse_2019
2019_2020,Cucho,20.0,1999,COL,"FW,MF",Mallorca,Liga,,none,67,warehouse_2019
2019_2020,Lennart-Marten Czyborra,20.0,1999,GER,DF,Atalanta,Serie A,,none,82,warehouse_2019
2019_2020,Moanes Dabbur,27.0,1992,ISR,FW,Sevilla,Liga,,none,80,warehouse_2019
2019_2020,Moanes Dabbur,27.0,1992,ISR,FW,Hoffenheim,Bundesliga,,none,80,warehouse_2019
2019_2020,Felipe dal Belo,35.0,1984,BRA,DF,SPAL,Serie A,,none,67,warehouse_2019
2019_2020,Papakouli Diop,33.0,1986,SEN,MF,Eibar,Liga,,none,70,warehouse_2019
2019_2020,Emerson,20.0,1999,BRA,DF,Betis,Liga,687347,exact_name_birth_year,100,warehouse_2019
2019_2020,Oghenekaro Etebo,23.0,1995,NGA,MF,Getafe,Liga,,none,67,warehouse_2019
2019_2020,Ohis Felix Uduokhai,21.0,1997,GER,DF,Augsburg,Bundesliga,,none,85,warehouse_2019
2019_2020,Juan Ferney Otero,24.0,1995,COL,"FW,MF",Amiens,Ligue 1,,none,74,warehouse_2019
2019_2020,Hernâni Fortes,27.0,1991,POR,"MF,FW",Levante,Liga,,none,67,warehouse_2019
2019_2020,Nicolás Gaitán,31.0,1988,ARG,"MF,FW",Lille,Ligue 1,,none,88,warehouse_2019
2019_2020,Idrissa Gana Gueye,29.0,1989,SEN,MF,Paris S-G,Ligue 1,,none,84,warehouse_2019
2019_2020,Dwight Gayle,28.0,1990,ENG,FW,Newcastle Utd,Premier League,,none,52,warehouse_2019
2019_2020,Prince-Désir Gouano,25.0,1993,FRA,DF,Amiens,Ligue 1,,none,81,warehouse_2019
2019_2020,Dalbert Henrique,25.0,1993,BRA,"DF,MF",Fiorentina,Serie A,,none,69,warehouse_2019
2019_2020,Javier Hernández,31.0,1988,MEX,FW,West Ham,Premier League,,none,71,warehouse_2019
2019_2020,Javier Hernández,31.0,1988,MEX,FW,Sevilla,Liga,,none,71,warehouse_2019
2019_2020,Vitorino Hilton,41.0,1977,BRA,DF,Montpellier,Ligue 1,,none,57,warehouse_2019
2019_2020,José Holebas,35.0,1984,GRE,DF,Watford,Premier League,,none,88,warehouse_2019
2019_2020,Nathan Holland,21.0,1998,ENG,MF,West Ham,Premier League,337321,exact_name_birth_year,100,warehouse_2019
2019_2020,Pierre Højbjerg,23.0,1995,DEN,MF,Southampton,Premier League,,none,83,warehouse_2019
2019_2020,Didier Ibrahim Ndong,25.0,1994,GAB,MF,Dijon,Ligue 1,,none,75,warehouse_2019
2019_2020,Igor,21.0,1998,BRA,DF,SPAL,Serie A,,none,57,warehouse_2019
2019_2020,Igor,21.0,1998,BRA,DF,Fiorentina,Serie A,,none,57,warehouse_2019
2019_2020,Gian-Luca Itter,20.0,1999,GER,"DF,MF",Freiburg,Bundesliga,,none,80,warehouse_2019
2019_2020,Hamed Junior Traorè,19.0,2000,CIV,"MF,FW",Sassuolo,Serie A,,none,77,warehouse_2019
2019_2020,Mathias Jørgensen,29.0,1990,DEN,DF,Düsseldorf,Bundesliga,,none,60,warehouse_2019
2019_2020,Max Kilman,22.0,1997,ENG,DF,Wolves,Premier League,,none,74,warehouse_2019
2019_2020,Danilo Larangeira,35.0,1984,BRA,DF,Bologna,Serie A,,none,58,warehouse_2019
2019_2020,Adrien Lebeau,20.0,1999,FRA,"MF,FW",Strasbourg,Ligue 1,395674,exact_name_birth_year,100,warehouse_2019
2019_2020,Anderson Lima,19.0,1999,BRA,"MF,DF",Lazio,Serie A,,none,76,warehouse_2019
2019_2020,Matthew Longstaff,19.0,2000,ENG,MF,Newcastle Utd,Premier League,,none,88,warehouse_2019
