player_id,player_name,fbref_player,age,birth_year,nation,position,position_group,squad,competition,foot,height_in_cm,market_value_eur,highest_market_value_in_eur,valuation_date,tm_match_method,tm_match_score,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Sh,SoT,KP,PPA,Tkl,TklW,Int,Tkl+Int,Blocks,Clr,Err,Touches,Carries,Mis,Dis,Rec,Recov,Won,Lost,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,xG_per90,npxG_per90,xAG_per90,npxG+xAG_per90,PrgC_per90,PrgP_per90,PrgR_per90,Sh_per90,SoT_per90,KP_per90,PPA_per90,Tkl_per90,TklW_per90,Int_per90,Tkl+Int_per90,Blocks_per90,Clr_per90,Touches_per90,Carries_per90,Mis_per90,Dis_per90,Rec_per90,Recov_per90
699442,Kacper Urbański,Kacper Urbanski,19.0,2004,pl POL,MF,MF,Bologna / Monza,Serie A,right,183.0,6000000,7000000,2025-06-17,exact_name_birth_year,100,15.0,7.0,747.0,8.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,0.6,1.1,15.0,56.0,33.0,9.0,2.0,13.0,7.0,10.0,5.0,4.0,14.0,10.0,14.0,0.0,467.0,294.0,14.0,13.0,332.0,39.0,8.0,5.0,0.12048192771084336,0.0,0.12048192771084336,0.12048192771084336,0.048192771084337345,0.048192771084337345,0.07228915662650602,0.13253012048192772,1.8072289156626504,6.746987951807228,3.975903614457831,1.0843373493975903,0.24096385542168672,1.5662650602409638,0.8433734939759036,1.2048192771084336,0.6024096385542168,0.48192771084337344,1.686746987951807,1.2048192771084336,1.686746987951807,56.26506024096385,35.42168674698795,1.686746987951807,1.5662650602409638,40.0,4.698795180722891
309400,Kai Havertz,Kai Havertz,25.0,1999,de GER,"FW,MF",FW,Arsenal,Premier League,left,193.0,65000000,90000000,2025-05-30,exact_name_birth_year,100,23.0,21.0,1875.0,20.8,9.0,3.0,12.0,9.0,0.0,0.0,5.0,0.0,9.5,9.5,2.4,12.0,35.0,61.0,113.0,53.0,21.0,17.0,9.0,16.0,9.0,6.0,22.0,11.0,33.0,1.0,785.0,418.0,44.0,23.0,584.0,41.0,63.0,11.0,0.43269230769230765,0.14423076923076922,0.5769230769230769,0.43269230769230765,0.4567307692307692,0.4567307692307692,0.11538461538461538,0.5769230769230769,1.6826923076923077,2.9326923076923075,5.4326923076923075,2.548076923076923,1.0096153846153846,0.8173076923076923,0.43269230769230765,0.7692307692307692,0.43269230769230765,0.28846153846153844,1.0576923076923077,0.5288461538461539,1.5865384615384615,37.74038461538461,20.096153846153847,2.1153846153846154,1.1057692307692308,28.076923076923077,1.971153846153846
643574,Kaishu Sano,Kaishu Sano,23.0,2000,jp JPN,MF,MF,Mainz 05,Bundesliga,right,176.0,20000000,25000000,2025-06-05,exact_name_birth_year,100,34.0,34.0,3043.0,33.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,1.2,2.1,53.0,159.0,46.0,20.0,2.0,19.0,19.0,61.0,36.0,65.0,126.0,26.0,56.0,1.0,1814.0,894.0,39.0,31.0,1027.0,190.0,83.0,27.0,0.0,0.0,0.0,0.0,0.026627218934911247,0.026627218934911247,0.03550295857988166,0.062130177514792904,1.5680473372781067,4.70414201183432,1.3609467455621302,0.591715976331361,0.0591715976331361,0.562130177514793,0.562130177514793,1.804733727810651,1.0650887573964498,1.9230769230769231,3.7278106508875744,0.7692307692307693,1.656804733727811,53.668639053254445,26.449704142011836,1.153846153846154,0.9171597633136096,30.384615384615387,5.62130177514793
351749,Kalvin Phillips,Kalvin Phillips,28.0,1995,eng ENG,MF,MF,Ipswich Town,Premier League,right,179.0,12000000,50000000,2025-05-30,exact_name_birth_year,100,19.0,14.0,1237.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.4,0.4,0.2,0.7,4.0,51.0,4.0,11.0,2.0,5.0,6.0,35.0,19.0,19.0,54.0,9.0,37.0,2.0,739.0,310.0,25.0,10.0,394.0,68.0,7.0,24.0,0.0,0.0,0.0,0.0,0.029197080291970805,0.029197080291970805,0.014598540145985403,0.051094890510948905,0.29197080291970806,3.7226277372262775,0.29197080291970806,0.8029197080291971,0.14598540145985403,0.36496350364963503,0.43795620437956206,2.5547445255474455,1.3868613138686132,1.3868613138686132,3.9416058394160585,0.6569343065693432,2.7007299270072993,53.94160583941606,22.62773722627737,1.8248175182481752,0.7299270072992701,28.759124087591243,4.963503649635037
746695,Kamaldeen Sulemana,Kamaldeen Sulemana,22.0,2002,gh GHA,"FW,MF",FW,Southampton,Premier League,right,175.0,13000000,22000000,2025-05-30,exact_name_birth_year,100,26.0,17.0,1402.0,15.6,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.5,1.5,1.0,2.5,63.0,27.0,87.0,29.0,8.0,10.0,13.0,22.0,17.0,6.0,28.0,9.0,9.0,0.0,587.0,380.0,50.0,25.0,410.0,63.0,13.0,5.0,0.06410256410256411,0.06410256410256411,0.12820512820512822,0.06410256410256411,0.09615384615384616,0.09615384615384616,0.06410256410256411,0.16025641025641027,4.038461538461538,1.7307692307692308,5.576923076923077,1.858974358974359,0.5128205128205129,0.6410256410256411,0.8333333333333334,1.4102564102564104,1.0897435897435899,0.38461538461538464,1.794871794871795,0.576923076923077,0.576923076923077,37.62820512820513,24.35897435897436,3.2051282051282053,1.6025641025641026,26.28205128205128,4.038461538461538
671594,Kamory Doumbia,Kamory Doumbia,21.0,2003,ml MLI,"MF,FW",MF,Brest,Ligue 1,right,170.0,5000000,5000000,,exact_name_birth_year,100,30.0,13.0,1322.0,14.7,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,2.7,2.7,1.2,3.9,17.0,72.0,54.0,22.0,10.0,26.0,9.0,41.0,29.0,28.0,69.0,10.0,13.0,1.0,895.0,467.0,42.0,24.0,567.0,87.0,10.0,17.0,0.20408163265306123,0.1360544217687075,0.3401360544217687,0.20408163265306123,0.1836734693877551,0.1836734693877551,0.0816326530612245,0.2653061224489796,1.1564625850340136,4.8979591836734695,3.673469387755102,1.4965986394557824,0.6802721088435374,1.7687074829931975,0.6122448979591837,2.7891156462585034,1.9727891156462587,1.9047619047619049,4.6938775510204085,0.6802721088435374,0.8843537414965987,60.884353741496604,31.7687074829932,2.857142857142857,1.6326530612244898,38.57142857142858,5.918367346938775
557149,Kang-in Lee,Lee Kang-in,23.0,2001,kr KOR,"FW,MF",FW,Paris S-G,Ligue 1,left,173.0,25000000,30000000,2025-06-03,fuzzy_name_birth_year,100,30.0,19.0,1663.0,18.5,6.0,6.0,12.0,6.0,0.0,0.0,1.0,0.0,3.5,3.5,5.6,9.1,50.0,143.0,138.0,41.0,14.0,56.0,43.0,25.0,17.0,3.0,28.0,16.0,3.0,1.0,1432.0,938.0,22.0,26.0,1172.0,73.0,5.0,16.0,0.32432432432432434,0.32432432432432434,0.6486486486486487,0.32432432432432434,0.1891891891891892,0.1891891891891892,0.30270270270270266,0.49189189189189186,2.7027027027027026,7.72972972972973,7.45945945945946,2.2162162162162162,0.7567567567567568,3.027027027027027,2.324324324324324,1.3513513513513513,0.918918918918919,0.16216216216216217,1.5135135135135136,0.8648648648648649,0.16216216216216217,77.4054054054054,50.7027027027027,1.1891891891891893,1.4054054054054055,63.351351351351354,3.945945945945946
504849,Kaoru Mitoma,Kaoru Mitoma,27.0,1997,jp JPN,"FW,MF",FW,Brighton,Premier League,right,178.0,40000000,50000000,2025-05-30,exact_name_birth_year,100,36.0,28.0,2603.0,28.9,10.0,4.0,14.0,10.0,0.0,0.0,1.0,0.0,9.2,9.2,4.6,13.8,146.0,89.0,291.0,57.0,27.0,37.0,36.0,45.0,27.0,14.0,59.0,39.0,10.0,0.0,1375.0,830.0,53.0,23.0,966.0,99.0,26.0,30.0,0.34602076124567477,0.1384083044982699,0.4844290657439447,0.34602076124567477,0.31833910034602075,0.31833910034602075,0.15916955017301038,0.4775086505190312,5.051903114186851,3.0795847750865053,10.069204152249135,1.972318339100346,0.9342560553633218,1.2802768166089966,1.245674740484429,1.5570934256055364,0.9342560553633218,0.4844290657439447,2.041522491349481,1.3494809688581315,0.34602076124567477,47.57785467128028,28.719723183391004,1.8339100346020762,0.795847750865052,33.425605536332185,3.42560553633218
496094,Karim Adeyemi,Karim Adeyemi,22.0,2002,de GER,"FW,MF",FW,Dortmund,Bundesliga,left,180.0,45000000,60000000,2025-06-05,exact_name_birth_year,100,25.0,17.0,1433.0,15.9,7.0,6.0,13.0,7.0,0.0,0.0,4.0,0.0,5.5,5.5,6.0,11.5,68.0,28.0,153.0,46.0,18.0,28.0,19.0,20.0,14.0,7.0,27.0,20.0,5.0,0.0,636.0,417.0,43.0,31.0,465.0,48.0,9.0,12.0,0.44025157232704404,0.3773584905660377,0.8176100628930817,0.44025157232704404,0.34591194968553457,0.34591194968553457,0.3773584905660377,0.7232704402515723,4.276729559748428,1.7610062893081762,9.622641509433961,2.893081761006289,1.1320754716981132,1.7610062893081762,1.1949685534591195,1.2578616352201257,0.8805031446540881,0.44025157232704404,1.6981132075471699,1.2578616352201257,0.31446540880503143,40.0,26.22641509433962,2.7044025157232703,1.949685534591195,29.245283018867923,3.0188679245283017
225873,Karol Linetty,Karol Linetty,29.0,1995,pl POL,MF,MF,Torino,Serie A,right,175.0,1800000,15000000,2025-06-17,exact_name_birth_year,100,28.0,18.0,1540.0,17.1,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,1.1,1.1,0.9,2.0,18.0,47.0,19.0,17.0,4.0,10.0,10.0,39.0,23.0,12.0,51.0,9.0,31.0,1.0,732.0,397.0,17.0,9.0,450.0,63.0,8.0,21.0,0.05847953216374269,0.0,0.05847953216374269,0.05847953216374269,0.06432748538011696,0.06432748538011696,0.05263157894736842,0.11695906432748537,1.0526315789473684,2.7485380116959064,1.111111111111111,0.9941520467836257,0.23391812865497075,0.5847953216374269,0.5847953216374269,2.280701754385965,1.3450292397660817,0.7017543859649122,2.982456140350877,0.5263157894736842,1.8128654970760232,42.807017543859644,23.216374269005847,0.9941520467836257,0.5263157894736842,26.31578947368421,3.6842105263157894
139304,Karol Mets,Karol Mets,31.0,1993,ee EST,DF,DF,St. Pauli,Bundesliga,left,191.0,1000000,1200000,,exact_name_birth_year,100,10.0,10.0,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,5.0,54.0,2.0,3.0,0.0,3.0,3.0,13.0,8.0,12.0,25.0,3.0,60.0,0.0,736.0,343.0,4.0,0.0,466.0,35.0,24.0,3.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.03,0.5,5.4,0.2,0.3,0.0,0.3,0.3,1.3,0.8,1.2,2.5,0.3,6.0,73.6,34.3,0.4,0.0,46.6,3.5
621193,Kasey McAteer,Kasey McAteer,22.0,2001,ie IRL,FW,FW,Leicester City,Premier League,right,177.0,900000,900000,,exact_name_birth_year,100,18.0,9.0,852.0,9.5,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.7,1.7,19.0,14.0,71.0,13.0,7.0,9.0,6.0,23.0,16.0,5.0,28.0,13.0,15.0,0.0,379.0,224.0,20.0,16.0,243.0,45.0,13.0,15.0,0.10526315789473684,0.10526315789473684,0.21052631578947367,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.07368421052631578,0.17894736842105263,2.0,1.4736842105263157,7.473684210526316,1.368421052631579,0.7368421052631579,0.9473684210526315,0.631578947368421,2.4210526315789473,1.6842105263157894,0.5263157894736842,2.9473684210526314,1.368421052631579,1.5789473684210527,39.89473684210526,23.57894736842105,2.1052631578947367,1.6842105263157894,25.57894736842105,4.7368421052631575
644401,Keane Lewis-Potter,Keane Lewis-Potter,23.0,2001,eng ENG,"DF,FW",DF,Brentford,Premier League,right,170.0,15000000,17000000,,exact_name_birth_year,100,38.0,36.0,3093.0,34.4,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,3.1,3.1,3.2,6.3,98.0,98.0,156.0,28.0,14.0,26.0,47.0,49.0,27.0,21.0,70.0,29.0,76.0,3.0,1613.0,868.0,51.0,20.0,966.0,146.0,27.0,19.0,0.029069767441860465,0.0872093023255814,0.11627906976744186,0.029069767441860465,0.09011627906976745,0.09011627906976745,0.0930232558139535,0.18313953488372092,2.8488372093023258,2.8488372093023258,4.534883720930233,0.813953488372093,0.4069767441860465,0.7558139534883721,1.3662790697674418,1.4244186046511629,0.7848837209302326,0.6104651162790697,2.0348837209302326,0.8430232558139535,2.2093023255813953,46.889534883720934,25.232558139534884,1.4825581395348837,0.5813953488372093,28.081395348837212,4.244186046511628
412660,Keinan Davis,Keinan Davis,26.0,1998,eng ENG,FW,FW,Udinese,Serie A,left,189.0,3400000,4000000,2025-06-17,exact_name_birth_year,100,23.0,10.0,1066.0,11.8,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,2.9,2.9,2.1,5.0,26.0,22.0,77.0,29.0,11.0,20.0,8.0,9.0,4.0,1.0,10.0,1.0,5.0,0.0,404.0,231.0,33.0,25.0,325.0,34.0,37.0,3.0,0.1694915254237288,0.0847457627118644,0.2542372881355932,0.1694915254237288,0.24576271186440676,0.24576271186440676,0.17796610169491525,0.423728813559322,2.2033898305084745,1.8644067796610169,6.525423728813559,2.4576271186440675,0.9322033898305084,1.694915254237288,0.6779661016949152,0.7627118644067796,0.3389830508474576,0.0847457627118644,0.847457627118644,0.0847457627118644,0.423728813559322,34.23728813559322,19.576271186440678,2.796610169491525,2.11864406779661,27.54237288135593,2.8813559322033897
238752,Keita Baldé,Keita Baldé,29.0,1995,sn SEN,FW,FW,Monza,Serie A,both,178.0,900000,30000000,2025-06-17,exact_name_birth_year,100,11.0,8.0,638.0,7.1,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.1,1.1,0.2,1.2,19.0,35.0,29.0,14.0,5.0,4.0,8.0,1.0,1.0,2.0,3.0,4.0,0.0,0.0,289.0,216.0,20.0,15.0,255.0,12.0,5.0,1.0,0.28169014084507044,0.0,0.28169014084507044,0.28169014084507044,0.15492957746478875,0.15492957746478875,0.028169014084507046,0.16901408450704225,2.676056338028169,4.929577464788733,4.084507042253521,1.971830985915493,0.7042253521126761,0.5633802816901409,1.1267605633802817,0.14084507042253522,0.14084507042253522,0.28169014084507044,0.4225352112676057,0.5633802816901409,0.0,40.70422535211268,30.422535211267608,2.8169014084507045,2.1126760563380285,35.91549295774648,1.6901408450704227
405397,Keito Nakamura,Keito Nakamura,24.0,2000,jp JPN,"FW,MF",FW,Reims,Ligue 1,right,180.0,8000000,12000000,2025-06-03,exact_name_birth_year,100,32.0,31.0,2649.0,29.4,11.0,2.0,13.0,11.0,0.0,0.0,5.0,0.0,9.1,9.1,2.9,12.1,90.0,82.0,197.0,84.0,32.0,26.0,24.0,24.0,16.0,13.0,37.0,27.0,19.0,0.0,1110.0,675.0,67.0,43.0,776.0,116.0,7.0,20.0,0.3741496598639456,0.06802721088435375,0.44217687074829937,0.3741496598639456,0.30952380952380953,0.30952380952380953,0.09863945578231292,0.41156462585034015,3.0612244897959187,2.7891156462585034,6.700680272108844,2.857142857142857,1.08843537414966,0.8843537414965987,0.8163265306122449,0.8163265306122449,0.54421768707483,0.44217687074829937,1.2585034013605443,0.9183673469387755,0.6462585034013606,37.755102040816325,22.95918367346939,2.2789115646258504,1.4625850340136055,26.394557823129254,3.9455782312925174
344072,Kelvin Amian,Kelvin Amian,26.0,1998,fr FRA,DF,DF,Nantes,Ligue 1,right,180.0,2500000,7000000,2025-06-03,exact_name_birth_year,100,30.0,23.0,2165.0,24.1,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,0.8,1.8,32.0,73.0,77.0,7.0,4.0,13.0,24.0,55.0,31.0,13.0,68.0,24.0,85.0,0.0,1153.0,544.0,20.0,12.0,637.0,54.0,21.0,6.0,0.04149377593360996,0.0,0.04149377593360996,0.04149377593360996,0.04149377593360996,0.04149377593360996,0.03319502074688797,0.07468879668049792,1.3278008298755186,3.029045643153527,3.1950207468879666,0.2904564315352697,0.16597510373443983,0.5394190871369294,0.9958506224066389,2.2821576763485476,1.2863070539419086,0.5394190871369294,2.821576763485477,0.9958506224066389,3.5269709543568464,47.84232365145228,22.572614107883815,0.8298755186721991,0.49792531120331945,26.431535269709542,2.240663900414938
845654,Kenan Yıldız,Kenan Yıldız,19.0,2005,tr TUR,"FW,MF",FW,Juventus,Serie A,both,187.0,50000000,75000000,2025-06-17,exact_name_birth_year,100,35.0,28.0,2402.0,26.7,7.0,4.0,11.0,7.0,0.0,0.0,2.0,1.0,4.3,4.3,5.0,9.3,115.0,121.0,223.0,61.0,22.0,57.0,52.0,54.0,30.0,5.0,59.0,24.0,13.0,3.0,1485.0,964.0,86.0,41.0,1116.0,123.0,8.0,14.0,0.2621722846441948,0.149812734082397,0.41198501872659177,0.2621722846441948,0.16104868913857678,0.16104868913857678,0.18726591760299627,0.34831460674157305,4.307116104868914,4.531835205992509,8.352059925093632,2.2846441947565546,0.8239700374531835,2.134831460674157,1.9475655430711611,2.0224719101123596,1.1235955056179776,0.18726591760299627,2.209737827715356,0.898876404494382,0.4868913857677903,55.61797752808989,36.10486891385768,3.2209737827715355,1.5355805243445693,41.79775280898877,4.606741573033708
174196,Kenny Lala,Kenny Lala,32.0,1991,mg MAD,DF,DF,Brest,Ligue 1,right,178.0,2000000,14000000,2025-06-03,exact_name_birth_year,100,30.0,29.0,2686.0,29.8,3.0,2.0,5.0,0.0,3.0,3.0,5.0,0.0,3.0,0.6,4.3,4.9,58.0,138.0,91.0,9.0,4.0,41.0,40.0,66.0,42.0,25.0,91.0,44.0,75.0,2.0,2043.0,1054.0,29.0,16.0,1229.0,154.0,8.0,19.0,0.10067114093959731,0.06711409395973154,0.16778523489932887,0.0,0.10067114093959731,0.020134228187919462,0.1442953020134228,0.1644295302013423,1.9463087248322146,4.630872483221476,3.053691275167785,0.30201342281879195,0.1342281879194631,1.3758389261744965,1.342281879194631,2.214765100671141,1.4093959731543624,0.8389261744966443,3.053691275167785,1.4765100671140938,2.5167785234899327,68.55704697986577,35.36912751677852,0.9731543624161073,0.5369127516778524,41.241610738255034,5.167785234899329
206746,Kenny Tete,Kenny Tete,28.0,1995,nl NED,DF,DF,Fulham,Premier League,right,180.0,13000000,15000000,2025-05-30,exact_name_birth_year,100,22.0,21.0,1774.0,19.7,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,1.4,1.4,0.9,2.3,34.0,63.0,54.0,24.0,2.0,9.0,13.0,56.0,38.0,32.0,88.0,23.0,67.0,0.0,1205.0,611.0,17.0,10.0,695.0,74.0,24.0,15.0,0.0,0.10152284263959391,0.10152284263959391,0.0,0.07106598984771574,0.07106598984771574,0.045685279187817264,0.11675126903553298,1.7258883248730965,3.197969543147208,2.7411167512690358,1.218274111675127,0.10152284263959391,0.4568527918781726,0.6598984771573604,2.8426395939086295,1.9289340101522843,1.6243654822335025,4.467005076142132,1.16751269035533,3.401015228426396,61.16751269035533,31.01522842639594,0.8629441624365483,0.5076142131979695,35.27918781725889,3.7563451776649748
413843,Keven Schlotterbeck,Keven Schlotterbeck,27.0,1997,de GER,DF,DF,Augsburg,Bundesliga,left,188.0,6000000,7500000,2025-06-05,exact_name_birth_year,100,18.0,15.0,1297.0,14.4,3.0,1.0,4.0,3.0,0.0,0.0,4.0,1.0,0.8,0.8,0.6,1.4,3.0,59.0,2.0,12.0,4.0,7.0,3.0,19.0,17.0,15.0,34.0,3.0,73.0,1.0,845.0,424.0,8.0,0.0,510.0,55.0,40.0,4.0,0.20833333333333331,0.06944444444444445,0.2777777777777778,0.20833333333333331,0.05555555555555556,0.05555555555555556,0.041666666666666664,0.09722222222222221,0.20833333333333331,4.097222222222222,0.1388888888888889,0.8333333333333333,0.2777777777777778,0.4861111111111111,0.20833333333333331,1.3194444444444444,1.1805555555555556,1.0416666666666667,2.361111111111111,0.20833333333333331,5.069444444444445,58.68055555555556,29.444444444444443,0.5555555555555556,0.0,35.416666666666664,3.819444444444444
160241,Kevin Akpoguma,Kevin Akpoguma,29.0,1995,ng NGA,DF,DF,Hoffenheim,Bundesliga,right,192.0,2500000,12000000,2025-06-05,exact_name_birth_year,100,32.0,23.0,2220.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.3,0.4,14.0,98.0,16.0,5.0,1.0,7.0,10.0,54.0,27.0,29.0,83.0,10.0,115.0,1.0,1692.0,892.0,11.0,9.0,1025.0,107.0,48.0,16.0,0.0,0.0,0.0,0.0,0.004048582995951417,0.004048582995951417,0.012145748987854251,0.016194331983805668,0.5668016194331984,3.967611336032389,0.6477732793522267,0.20242914979757085,0.04048582995951417,0.2834008097165992,0.4048582995951417,2.1862348178137654,1.0931174089068827,1.174089068825911,3.360323886639676,0.4048582995951417,4.65587044534413,68.50202429149797,36.11336032388664,0.4453441295546559,0.3643724696356275,41.497975708502025,4.331983805668016
263236,Kevin Danso,Kevin Danso,25.0,1998,at AUT,DF,DF,Tottenham / Lens,Premier League / Ligue 1,right,190.0,25000000,25000000,2025-05-30,exact_name_birth_year,100,22.0,21.0,1922.0,21.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,1.1,2.0,20.0,71.0,2.0,17.0,5.0,8.0,6.0,26.0,12.0,26.0,52.0,14.0,133.0,2.0,1622.0,937.0,20.0,9.0,1026.0,86.0,62.0,9.0,0.0,0.0,0.0,0.0,0.042056074766355145,0.042056074766355145,0.05140186915887851,0.09345794392523366,0.9345794392523366,3.3177570093457946,0.09345794392523366,0.7943925233644861,0.23364485981308414,0.3738317757009346,0.28037383177570097,1.2149532710280375,0.5607476635514019,1.2149532710280375,2.429906542056075,0.6542056074766356,6.214953271028038,75.7943925233645,43.78504672897196,0.9345794392523366,0.42056074766355145,47.94392523364486,4.018691588785047
88755,Kevin De Bruyne,Kevin De Bruyne,33.0,1991,be BEL,"MF,FW",MF,Manchester City,Premier League,right,181.0,20000000,150000000,2025-05-30,exact_name_birth_year,100,28.0,19.0,1702.0,18.9,4.0,7.0,11.0,4.0,0.0,0.0,2.0,0.0,5.1,5.1,8.0,13.1,51.0,157.0,150.0,57.0,15.0,57.0,59.0,17.0,9.0,7.0,24.0,28.0,10.0,1.0,1368.0,812.0,26.0,28.0,1021.0,64.0,5.0,18.0,0.21164021164021166,0.3703703703703704,0.5820105820105821,0.21164021164021166,0.2698412698412698,0.2698412698412698,0.4232804232804233,0.6931216931216931,2.6984126984126986,8.306878306878307,7.936507936507937,3.0158730158730163,0.7936507936507937,3.0158730158730163,3.121693121693122,0.8994708994708995,0.4761904761904762,0.3703703703703704,1.26984126984127,1.4814814814814816,0.5291005291005292,72.38095238095238,42.96296296296297,1.3756613756613758,1.4814814814814816,54.021164021164026,3.3862433862433865
53418,Kevin Kampl,Kevin Kampl,33.0,1990,si SVN,MF,MF,RB Leipzig,Bundesliga,right,178.0,3500000,22000000,,exact_name_birth_year,100,26.0,18.0,1593.0,17.7,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.8,0.8,1.4,2.2,21.0,106.0,32.0,7.0,2.0,16.0,24.0,27.0,18.0,24.0,51.0,19.0,25.0,0.0,1316.0,793.0,13.0,12.0,957.0,100.0,3.0,10.0,0.05649717514124294,0.0,0.05649717514124294,0.05649717514124294,0.04519774011299436,0.04519774011299436,0.0790960451977401,0.12429378531073448,1.1864406779661016,5.988700564971752,1.807909604519774,0.3954802259887006,0.11299435028248588,0.903954802259887,1.3559322033898307,1.5254237288135595,1.0169491525423728,1.3559322033898307,2.88135593220339,1.073446327683616,1.4124293785310735,74.35028248587571,44.802259887005654,0.7344632768361582,0.6779661016949153,54.067796610169495,5.649717514124294
473050,Kevin Schade,Kevin Schade,22.0,2001,de GER,FW,FW,Brentford,Premier League,right,185.0,22000000,25000000,,exact_name_birth_year,100,38.0,26.0,2293.0,25.5,11.0,2.0,13.0,11.0,0.0,0.0,3.0,0.0,8.2,8.2,3.7,11.9,61.0,38.0,165.0,55.0,27.0,23.0,11.0,39.0,25.0,5.0,44.0,20.0,34.0,0.0,883.0,434.0,60.0,36.0,543.0,83.0,90.0,10.0,0.43137254901960786,0.0784313725490196,0.5098039215686274,0.43137254901960786,0.32156862745098036,0.32156862745098036,0.1450980392156863,0.4666666666666667,2.392156862745098,1.4901960784313726,6.470588235294118,2.156862745098039,1.0588235294117647,0.9019607843137255,0.43137254901960786,1.5294117647058822,0.9803921568627451,0.19607843137254902,1.7254901960784315,0.7843137254901961,1.3333333333333333,34.627450980392155,17.019607843137255,2.3529411764705883,1.411764705882353,21.294117647058822,3.2549019607843137
106872,Kevin Stöger,Kevin Stöger,30.0,1993,at AUT,MF,MF,Gladbach,Bundesliga,left,175.0,3500000,6000000,2025-06-05,exact_name_birth_year,100,31.0,16.0,1551.0,17.2,3.0,3.0,6.0,1.0,2.0,2.0,3.0,0.0,3.9,2.3,5.3,7.6,40.0,121.0,95.0,24.0,9.0,54.0,39.0,37.0,21.0,16.0,53.0,23.0,26.0,3.0,1318.0,699.0,29.0,25.0,911.0,75.0,5.0,23.0,0.1744186046511628,0.1744186046511628,0.3488372093023256,0.05813953488372093,0.22674418604651164,0.13372093023255813,0.3081395348837209,0.4418604651162791,2.3255813953488373,7.034883720930233,5.523255813953488,1.3953488372093024,0.5232558139534884,3.1395348837209305,2.2674418604651163,2.1511627906976747,1.2209302325581395,0.9302325581395349,3.0813953488372094,1.3372093023255816,1.5116279069767442,76.62790697674419,40.639534883720934,1.686046511627907,1.4534883720930234,52.96511627906977,4.3604651162790695
84435,Kevin Vogt,Kevin Vogt,32.0,1991,de GER,DF,DF,Union Berlin,Bundesliga,right,194.0,1000000,17000000,2025-06-05,exact_name_birth_year,100,18.0,16.0,1367.0,15.2,1.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,0.8,0.0,0.0,0.0,11.0,70.0,2.0,0.0,0.0,2.0,8.0,12.0,8.0,9.0,21.0,2.0,75.0,1.0,1030.0,560.0,5.0,2.0,619.0,90.0,14.0,5.0,0.06578947368421052,0.0,0.06578947368421052,0.0,0.052631578947368425,0.0,0.0,0.0,0.7236842105263158,4.605263157894737,0.13157894736842105,0.0,0.0,0.13157894736842105,0.5263157894736842,0.7894736842105263,0.5263157894736842,0.5921052631578948,1.381578947368421,0.13157894736842105,4.934210526315789,67.76315789473685,36.8421052631579,0.32894736842105265,0.13157894736842105,40.723684210526315,5.921052631578948
782630,Khalil Fayad,Khalil Fayad,20.0,2004,fr FRA,"MF,FW",MF,Montpellier,Ligue 1,right,172.0,5000000,5000000,,exact_name_birth_year,100,20.0,10.0,1028.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.3,1.3,0.3,1.5,25.0,50.0,42.0,17.0,3.0,7.0,5.0,31.0,16.0,10.0,41.0,12.0,15.0,1.0,663.0,340.0,18.0,13.0,426.0,74.0,9.0,13.0,0.0,0.0,0.0,0.0,0.11403508771929824,0.11403508771929824,0.02631578947368421,0.13157894736842105,2.1929824561403506,4.385964912280701,3.6842105263157894,1.4912280701754386,0.2631578947368421,0.6140350877192983,0.43859649122807015,2.719298245614035,1.4035087719298245,0.8771929824561403,3.5964912280701755,1.0526315789473684,1.3157894736842104,58.1578947368421,29.82456140350877,1.5789473684210527,1.1403508771929824,37.368421052631575,6.491228070175438
